Lon,Lat,Clave,Edo,Est,Tmax
-102.37,21.78,NGRAG,AGS,El Niagara Ags.,23.33870968
-102.79,21.81,MNLAG,AGS,Media Luna Ags.,24.81290323
-102.71,21.85,CALVILLO,AGS,Calvillo Ags. SMN*,25.67419355
-102.29,21.85,OBSAG,AGS,Observatorio de Aguascalientes Ags.,23.35666667
-102.31,21.9,AGSAG,AGS,Aguascalientes Ags.,23.72258065
-102,21.9,CNSAG,AGS,Los Conos Ags.,22.06451613
-102.68,22,CDRAG,AGS,La Codorniz Ags.,23.03448276
-102.36,22.12,JCQAG,AGS,Jocoque Ags.,21.85483871
-102.42,22.14,PECAG,AGS,Plutarco ElÌas Calles Ags.,22.35483871
-102.29,22.16,PBLAG,AGS,PabellÛn Ags.,21.65
-102.14,22.2,PTOAG,AGS,Puerto de la ConcepciÛn Ags.,19.75
-102.44,22.24,PTRAG,AGS,Derivadora PabellÛn Ags.,21.43333333
-102.3,22.36,CSOAG,AGS,CosÌo Ags.,16.2
-102.61,21.27,SIERRAFRIA,AGS,Sierra FrÌa Ags. SMN*,14.38387097
-102.18,21.74,BRTAG,AGS,San Bartolo Ags.,22.6
-102.13,21.81,TNJAG,AGS,La Tinaja 2 Ags.,23.51612903
-102.19,21.83,CLVAG,AGS,Calvillo Ags.,21.96666667
-102.11,21.88,SNVAG,AGS,Sandovales Ags.,19.1
-101.97,21.92,PALAG,AGS,Palo Alto Ags.,21.84333333
-102.36,21.97,UAALAPOSTA,AGS,Universidad AutÛnoma de Aguascalientes Ags. SGT*,20.21833333
-102,22.02,NVLAG,AGS,El Novillo Ags.,19.275
-102.07,22.1,VJZAG,AGS,Villa Ju·rez Ags.,22.29032258
-114.72,29.73,CATAVINA,BC,CataviÒa B.C. SMN*,20.48928571
-114.85,31.03,SFLBN,BC,San Felipe B.C.,21.64074074
-116.6,31.89,ELZBN,BC,Emilio LÛpez Zamora B.C.,20.36538462
-116.2,32.27,AGHBN,BC,Agua Hechicera B.C.,16.43548387
-115.15,32.41,ENLBN,BC,Ejido Nuevo LeÛn B.C.,23.3
-116.91,32.44,ALRBN,BC,Abelardo L. RodrÌguez B.C.,19.75862069
-116.83,32.47,EFLBN,BC,El Florido B.C.,18.03846154
-116.7,32.48,CRRBN,BC,El Carrizo B.C.,19.87096774
-116.3,32.52,HNGBN,BC,El Hongo B.C.,14.35
-114.73,32.7,PDMBN,BC,Presa Derivadora Morelos B.C.,20.40740741
-115.27,32.39,MXCBN,BC,Mexicali B.C.,22.87096774
-115.93,30.52,ENBBN,BC,San QuintÌn B.C.,19.48148148
-114.73,32.7,ALGODONESob,BC,Observatorio de Algodones B.C. SMN*,23.3125
-113.56,28.9,BAABN,BC,BahÌa de los ¡ngeles B.C. SMN*,20.736
-115.94,30.53,SANQUINTIN,BC,San QuntÌn B.C.*,18.88333333
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,19.41481481
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,22.748
-116.37,31.49,ENSBN,BC,Ensenada B.C.,20.14
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,18.95806452
-114.97,32.06,ENCINAS,BC,Encinas Johnson Son. REMAS*,22.70322581
-117.07,32.38,PLAYAROSARITO,BC,Playa Rosarito B.C. SMN*,17.584
-115.19,32.41,ENVOLEONob,BC,Observatorio de EnvoleÛn B.C. SMN*,24.05217391
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,20.29032258
-116.63,32.57,TCTBN,BC,Tecate B.C.,18.564
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,18.96129032
-115.5,32.64,MEXICALIOB,BC,Mexicali Observatorio B.C. SMN*,23.468
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,22.07419355
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,17.44444444
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,16.33913043
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,24.93548387
-109.92,22.89,SANLUCAS,BCS,Cabo San Lucas B.C.S. SMN*,26.67666667
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,28.12903226
-109.71,23.07,SJCBS,BCS,San JosÈ del Cabo B.C.S.,26.44516129
-110.22,23.43,TSNBS,BCS,Todos Santos B.C.S.,25.56451613
-109.72,23.45,SNTBS,BCS,Santiago B.C.S.,26.1483871
-109.55,23.58,RBRBS,BCS,La Ribera B.C.S.,24
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,27.64516129
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,23.73225806
-110.05,23.8,SANBS,BCS,San Antonio B.C.S.,26.82258065
-109.98,24.07,PLNBS,BCS,Los Planes B.C.S.,25.58064516
-109.98,24.07,SARBS,BCS,El Sargento B.C.S.,24.09677419
-110.37,24.15,LPZBS,BCS,La Paz B.C.S.,24.96774194
-111.66,25,CCNBS,BCS,Ciudad ConstituciÛn B.C.S.,27.12903226
-111.34,26.02,LRTBS,BCS,Loreto B.C.S.,24.74193548
-112.28,27.3,SRLBS,BCS,Santa RosalÌa B.C.S.,21.61290323
-113.42,27.78,DORBS,BCS,DÌaz Ordaz B.C.S.,21.51724138
-114.05,27.97,GNGBS,BCS,Guerrero Negro B.C.S.,20.71724138
-112,26.87,MLGBS,BCS,MulegÈ B.C.S.,23.61290323
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,18.99032258
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,25.288
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,24.37931034
-111.65,25.01,CDCONSTITUCIONo,BCS,Observatorio de Ciudad ConstituciÛn B.C.S. SGT*,27.775
-112.48,26.26,SANJUANICO,BCS,San Juanico B.C.S. SMN*,25.13
-112.1,27.09,STAROSALIAMAR,BCS,Santa RosalÌa B.C. SEMAR*,22.69
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo DÌaz Ordaz B.C.S.*,22.50645161
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,29.30645161
-89.89,18.09,CALAKMUL,CAMP,Calakmul Camp. SMN*,28.72666667
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,30.46666667
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,28.69354839
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,31.8
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,29.7037037
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,29.31034483
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,30.26666667
-90.72,19.36,CHMCA,CAMP,ChampotÛn Camp.,30.55172414
-90.22,19.61,NYXCA,CAMP,Noh-YaxchÈ Camp.,31.48064516
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,30.26666667
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,29.4516129
-90.5,19.83,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,30.75
-90.54,19.84,CMPCA,CAMP,Campeche Camp.,29.87931034
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,30.94482759
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,30.63
-90.11,20.18,HECCA,CAMP,Hecelchak·n Camp.,32.16129032
-90.82,18.06,MONCLOVACAMP,CAMP,Monclova Camp. SMN*,32.53448276
-90.76,18.61,ESCARCEGA,CAMP,Esc·rcega Camp. SMN*,29.69354839
-91.82,18.65,CDCCA,CAMP,Ciudad del Carmen Camp. SMN*,28.68214286
-90.37,19.94,PETENES,CAMP,Los Petenes Camp. SMN*,29.33225806
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,23.26923077
-107.07,26.81,GRCCH,CHIH,Guerachi Chih.,27.03571429
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,23.464
-107.88,26.87,INGCH,CHIH,San Ignacio Chih.,24.64705882
-105.68,26.92,PRRCH,CHIH,Parral Chih.,21.33225806
-107.97,26.94,TBRSI,CHIH,San Francisco Chih.,30.02692308
-107.72,27.03,BTPCH,CHIH,Batopilas Chih.,26.32258065
-104.91,27.13,JMNCH,CHIH,JimÈnez Chih.,21.70689655
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,26.17096774
-107.91,27.22,URECH,CHIH,Urique Chih.,27.50967742
-108.54,27.42,CNDCH,CHIH,ChÌnipas Chih.,24.81612903
-105.81,27.45,VZRCH,CHIH,Valle de Zaragoza Chih.,22.06451613
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,20.88888889
-105.63,28.17,FIMCH,CHIH,Francisco I. Madero Chih.,20.15384615
-108.21,28.21,BSSCH,CHIH,Basaseachi Chih.,17.52903226
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,21.63703704
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,16.09032258
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,20.57931034
-107.85,28.95,TMCCH,CHIH,TemÛsachic Chih.,18.41290323
-105.28,28.98,LLNCH,CHIH,Ing. Luis L. LeÛn Chih.,21.58214286
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,19.16774194
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,19.09677419
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,19.72413793
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,15.87096774
-107.93,30.38,CAGCH,CHIH,Casas Grandes Chih.,17.47741935
-106.4,31.74,CJZCH,CHIH,Ciudad Ju·rez Chih.,16.9375
-108.52,28.15,C08182,CHIH,Moris,23.5483871
-105.38,27.41,CL2CH,CHIH,Colina hidromÈtrica Chih.,21.69354839
-107.7,28.76,C08243,CHIH,Tejolocachi,17.56451613
-105.96,28.77,C08270,CHIH,La Mesa,20.81935484
-106.48,28.8,C08099,CHIH,Majalca,15.42666667
-108.09,29.25,C08219,CHIH,PeÒitas,13.57666667
-107.26,28.77,BACCH,CHIH,BachÌniva Chih.,15.86451613
-106.77,26.23,CHNCH,CHIH,Chinat˙ Chih. SMN*,18.80666667
-106.39,26.47,ELVERGELSMN,CHIH,El Vergel Chih. SMN*,13.45806452
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,14.63225806
-106.35,26.95,CONCHOSob,CHIH,Observatorio de Conchos Chih. SMN*,21.45909091
-107.99,27.86,MAGCH,CHIH,Maguarichi Chih. SMN*,19.58
-107.9,27.9,BTVCH,CHIH,Batovira Chih.,18.07692308
-105.5,28.17,DELICIAS,CHIH,Ciudad Delicias Chih. SMN*,21.73870968
-108.21,28.2,BASCH,CHIH,Basaseachi Chih. SMN*,17.64137931
-106.84,28.4,CDCUAUHTEMOC,CHIH,Ciudad CuauhtÈmoc Chih. SMN*,17.18
-106.03,28.67,CHIHUAHUAob,CHIH,Observatorio de Chihuahua Chih. SMN*,20.272
-106.49,28.8,MAJALCA,CHIH,Cumbres de Majalca Chih. SMN*,15.87741935
-107.82,28.95,TEMOSACHICob,CHIH,Observatorio de TemÛsachic Chih. SMN*,18.528
-104.43,29.58,OJINAGA,CHIH,Ojinaga Chih. SGT*,20.12068966
-108.43,30.84,JANOS,CHIH,Janos Chih. SMN*,16.99354839
-106.43,31.69,CDJUAREZob,CHIH,Observatorio de Ciudad Ju·rez Chih. SMN*,17.45714286
-107.97,26.94,TB2CH,CHIH,Tubares II Chih.,28.21764706
-92.4,15,HUECP,CHIS,Huehuet·n Chis.,37.63793103
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,35.78148148
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,38.65517241
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,37.4962963
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,36.15517241
-92.72,15.35,CACCP,CHIS,Cacaluta Chis.,34.89285714
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,33.79310345
-92.95,15.5,ELNCP,CHIS,El Novillero Chis.,35.60344828
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,36.56896552
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,31.07931034
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,33.63225806
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,31.53225806
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,29.87096774
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,30.5862069
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,35.39655172
-92.67,15.92,REFCP,CHIS,Reforma Chis.,30.01612903
-93.08,16.16,REVCP,CHIS,RevoluciÛn Mexicana Chis.,30.54516129
-92.1,16.2,COOCP,CHIS,Observatorio de Comit·n Chis.,23.93548387
-93.9,16.24,AROCP,CHIS,Arriaga Chis.,34.94642857
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,31.36333333
-92.78,16.4,ANGCP,CHIS,Doctor Belisario DomÌnguez Chis.,32.70967742
-92.8,16.55,ACACP,CHIS,Acala Chis.,31.61612903
-90.7,16.58,LACCP,CHIS,Lacant˙n Chis.,28.75
-93.15,16.64,BOQCP,CHIS,BoquerÛn Chis.,33.5
-92.63,16.73,SCOCP,CHIS,Observatorio de San CristÛbal Chis.,21.22580645
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla GutiÈrrez Chis.,31.444
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,30.24137931
-93.15,16.76,TUXTLAGTZob,CHIS,Observatorio de Tuxtla GutiÈrrez Chis. SMN*,32.1375
-92.82,16.94,SNACP,CHIS,Santa MarÌa Chis.,28.58333333
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,30.44827586
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,31.98709677
-93.33,17.12,YAMCP,CHIS,YamonhÛ Chis.,26.38888889
-93.6,17.18,MALCP,CHIS,NezahualcÛyotl Chis.,29.6875
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,29.74137931
-93.46,17.45,PENCP,CHIS,¡ngel Albino Corzo Chis.,28.56521739
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,27.77777778
-92.24,14.99,TAMCP,CHIS,Tapachula Malpaso Chis.,32.41666667
-92.15,15.09,VTACANA,CHIS,Volc·n Tacan· Chis. SMN*,29.02
-92.62,16.74,SCRCP,CHIS,Puente Morelos Chis.,20.43103448
-93.07,16.72,TXZCP,CHIS,Tuxtla GutiÈrrez Zoomat Chis.,30.04285714
-92.33,15.17,FHACP,CHIS,Finca Hamburgo Chis.,29.94444444
-92.3,14.89,TAPACHULAob,CHIS,Observatorio de Tapachula Chis. SMN*,35.5875
-92.4,14.7,PTOCHIAPASMAR,CHIS,Puerto Chiapas Chis. SEMAR*,31.4
-92.76,15.07,LAENCRUCIJADA,CHIS,La Encrucijada Chis. SGT*,31.61290323
-92.67,15.33,ESCUINTLA,CHIS,Escuintla Chis. SMN*,34.96666667
-92.81,15.66,ELTRIUNFO,CHIS,El Triunfo Chis. SMN*,19.78518519
-93.86,16.06,PAREDONMAR,CHIS,ParedÛn Chis. SEMAR*,32.97333333
-91.73,16.11,LMONTEBELLO,CHIS,Lagunas de Montebello Chis. SMN*,23.07333333
-93.08,16.17,CREDREVOLUCIONM,CHIS,Cred RevoluciÛn Mexicana Chis. SMN*,30.65483871
-93.91,16.24,CREDARRIAGA,CHIS,Cred Arriaga Chis. SMN*,33.00322581
-92.63,16.73,SNCRISTOBALob,CHIS,Observatorio de San CristÛbal Chis. SMN*,21.944
-91.52,16.81,MAZULES,CHIS,Montes Azules Chis. SMN*,28.27931034
-91.23,17.29,CUSUMACINTA,CHIS,CaÒÛn Usumacinta Tab. SMN*,30.10357143
-91.99,17.53,PLQCP,CHIS,Palenque Chis. SMN*,28.8862069
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,18.64
-100.92,25.44,ESLCL,COAH,E. C. Saltillo Coah.,19.53
-103.26,25.77,FIMCL,COAH,Francisco I. Madero Coah.,21.11111111
-101.12,29.15,CBRCL,COAH,Cabeceras Coah.,20.53571429
-101.02,25.38,STOCL,COAH,Saltillo Coah.,19.67857143
-103.45,25.53,TORREONob,COAH,Observatorio de TorreÛn Coah. SMN*,24.38
-103.45,25.54,TORCL,COAH,Observatorio de TorreÛn Coah.,23.81612903
-103.47,25.54,CYTCL,COAH,Coyote Coah.,22.81666667
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,20.73928571
-102.98,25.76,SPECL,COAH,San Pedro Coah.,23.925
-100.66,26.84,CDLCL,COAH,Candela Coah.,21.75357143
-101.42,26.91,MCVCL,COAH,Monclova Coah.,22.67096774
-102.06,26.98,CCGCL,COAH,Cuatro CiÈnegas Coah.,23.6
-101,27.42,PRSCL,COAH,Progreso Coah.,23.53571429
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,22.26666667
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,21.79032258
-100.53,28.71,PNGCL,COAH,Piedras Negras Coah.,21.74074074
-100.9,29.03,ZPTCL,COAH,Zapata Coah.,19.80645161
-100.95,29.03,SMGCL,COAH,San Miguel Coah.,21.54166667
-100.95,29.21,CNTCL,COAH,El Centenario Coah.,21.05862069
-100.95,29.33,CDACL,COAH,Ciudad AcuÒa Coah.,20.71428571
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,19.29032258
-100.58,25.27,SAACL,COAH,San Antonio de las Alazanas Coah.,21.91304348
-102.18,25.44,PARCL,COAH,Parras Coah.,21.7
-100.84,28.34,ADLCL,COAH,Allende Coah.,22.18333333
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,20.34827586
-101.02,25.38,SALTILLOob,COAH,Observatorio de Saltillo Coah. SMN*,20.168
-103.23,25.53,MATCL,COAH,Matamoros Coah.,22.67857143
-103.34,25.7,CUICL,COAH,El Cuije Coah.,24.09375
-101.43,26.9,MONCLOVAob,COAH,Observatorio de Monclova Coah. SMN*,23.38709677
-102.04,26.99,CUATROCIENEGAS,COAH,Cuatro Cienegas Coah. SMN*,22.1516129
-101.33,27.92,NUEVAROSITA,COAH,Nueva Rosita Coah. SMN*,23.1516129
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,20.53870968
-100.57,28.68,PNEGRASob,COAH,Observatorio de Piedras Negras Coah. SMN*,24.3375
-102.52,28.83,OCAMPO,COAH,Ocampo Coah. SMN*,15.32903226
-100.66,29.05,JIMENEZ,COAH,JimÈnez Coah. SGT*,21.39677419
-103.87,19.17,LAECM,COL,La Esperanza Col.,33.3
-103.72,18.75,CDOCM,COL,Cerro de Ortega Col.,33.44642857
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,33.16451613
-103.63,18.83,CLLCM,COL,Callejones Col.,35.46666667
-103.87,18.91,TCMCM,COL,Tecom·n Col.,36.27419355
-104.32,19.04,MNZCM,COL,Manzanillo Col.,31.75185185
-103.8,19.21,CQMCM,COL,Coquimatl·n Col.,32.8
-103.73,19.22,LPSCM,COL,La Posta Col.,32.93870968
-103.73,19.22,RDRCM,COL,Radar Col.,32.51612903
-103.61,19.25,BVSCM,COL,Buena Vista Col.,32.27586207
-103.81,19.32,PNTCM,COL,PeÒitas Col.,32.61111111
-103.6,19.32,CUACM,COL,CuauhtÈmoc Col.,30.76153846
-103.88,19.11,DJLCM,COL,Derivadora Jala Col.,33.12068966
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,28.11111111
-104.32,19.05,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,31.124
-104.3,19.07,MANZANILLOMAR,COL,Manzanillo Col. SEMAR*,30.77096774
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,32.428
-99.2,19.3,DATDF,DF,DesviaciÛn Alta Cd. de MÈx.,23.29032258
-99.17,19.45,CBIDF,DF,Escuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. SMN*,22.16774194
-99.07,19.47,SJADF,DF,San Juan de AragÛn Cd. de MÈx.,24.49666667
-99.14,19.52,CEADF,DF,Campamento Amealco Cd. de MÈx.,24.31612903
-99.09,19.48,GCNDF,DF,km 6+250 del Gran Canal Cd. de MÈx.,21.79677419
-99.12,19.27,ENP1,DF,Escuela Nacional Preparatoria 1 Cd. de MÈx. UNAM*,21.68148148
-99.2,19.31,CCHS,DF,Colegio de Ciencias y Humanidades Sur Cd. de MÈx. UNAM*,21.82962963
-99.2,19.31,CENAPRED,DF,CCA CENAPRED Cd. de Mex. SMN*,23.06533333
-99.16,19.35,ENP6,DF,Escuela Nacional Preparatoria 6 Cd. de MÈx. UNAM*,23.2375
-99.06,19.38,CCHO,DF,Colegio de Ciencias y Humanidades Oriente Cd. de MÈx. UNAM*,22.36153846
-99.1,19.39,TEZDF,DF,Tezontle Cd. de MÈx. SMN*,22.29677419
-99.1,19.39,ENP2,DF,Escuela Nacional Preparatoria 2 Cd. de MÈx. UNAM*,23.05925926
-99.2,19.4,TACUBAYAob,DF,Observatorio de Tacubaya Cd. de MÈx. SMN*,22.25416667
-99.2,19.4,ENP4,DF,Escuela Nacional Preparatoria 4 Cd. de MÈx. UNAM*,21.768
-99.19,19.42,MDELREY,DF,Molino del Rey Cd. de Mex. SMN*,22.7
-99.17,19.45,CBIOLOGIPN,DF,Eescuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. OCAVM*,25.95483871
-99.09,19.48,ENP3,DF,Escuela Nacional Preparatoria 3 Cd. de MÈx. UNAM*,23.2
-99.2,19.5,CCHA,DF,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de MÈx. UNAM*,23.63571429
-104.56,25.18,RDODR,DGO,Rodeo Dgo.,21.53571429
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,24.2
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,22.62962963
-103.35,24.47,SCLDR,DGO,Santa Clara Dgo.,22.32
-104.68,23.87,SBYDR,DGO,Santiago Bayacora Dgo.,20.5
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,18.31666667
-103.96,24,FVLDR,DGO,Francisco Villa Dgo.,21.62
-104.67,24.03,DRGDR,DGO,Durango Dgo.,23.23448276
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,20.19354839
-104.75,24.5,CNTDR,DGO,Canatl·n Dgo.,20.6
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,18.12962963
-103.08,24.61,SELDR,DGO,Santa Elena Dgo.,19.83333333
-106.54,24.7,TDRDR,DGO,El Tule del Real Dgo.,28.125
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,21.75806452
-106.98,24.93,TMZDR,DGO,Tamazula Dgo.,31.10344828
-105.42,25.04,SPPDR,DGO,Santiago Papasquiaro Dgo.,24.64827586
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,21.21290323
-104.07,25.26,AGUSTINMELGAR,DGO,AgustÌn Melgar Dgo. SMN*,24.07741935
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,22.19354839
-105.25,25.5,GESDR,DGO,General Escobedo Dgo.,16.6
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,21.48333333
-105.02,25.59,LCRDR,DGO,L·zaro C·rdenas Dgo.,23.08823529
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,29.31578947
-105.96,25.93,GNCDR,DGO,Guanacevit Dgo.,17.35172414
-105.37,25.95,SMODR,DGO,Santa MarÌa del Oro Dgo.,18.44230769
-103.44,26.11,THODR,DGO,Tlahualilo Dgo.,23
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,21.37096774
-105.56,26.44,SGBDR,DGO,San Gabriel Dgo.,27.625
-105.51,26.45,VOCDR,DGO,Villa Ocampo Dgo.,26
-104.12,26.52,CEBDR,DGO,Ceballos Dgo.,21.90322581
-105.72,25.34,TLHDR,DGO,Tepehuanes Dgo.,21.38666667
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,21.24193548
-105.53,26,SBEDR,DGO,San Bernardo Dgo.,22.22580645
-104.66,24.2,PAGDR,DGO,PeÒa del ¡guila Dgo.,17.51724138
-104.33,24.54,PDCDR,DGO,P·nuco de Coronado Dgo.,17.46153846
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,20.05
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,21.32258065
